Hello!
3.4000000953674;1665750231.7271;sonar right;0.22
3.4000000953674;1665750231.7272;sonar back;0.36
3.4000000953674;1665750231.7294;sonar left;0.22
3.4000000953674;1665750231.7298;sonar right;0.23
3.4000000953674;1665750231.7301;sonar back;0.35
3.5999999046326;1665750231.9072;sonar left;0.23
3.5999999046326;1665750231.9075;sonar right;0.22
3.5999999046326;1665750231.9077;sonar back;0.38
3.5999999046326;1665750231.9099;sonar left;0.23
3.5999999046326;1665750231.9103;sonar right;0.24
3.5999999046326;1665750231.9107;sonar back;0.38
3.5999999046326;1665750231.9127;sonar left;0.23
3.5999999046326;1665750232.1128;sonar right;0.23
3.5999999046326;1665750232.1132;sonar back;0.41
3.7999999523163;1665750232.1143;sonar left;0.24
3.7999999523163;1665750232.1164;sonar right;0.23
3.7999999523163;1665750232.1166;sonar back;0.43
3.7999999523163;1665750232.118;sonar left;0.23
3.7999999523163;1665750232.1183;sonar right;0.24
3.7999999523163;1665750232.1185;sonar back;0.4
3.7999999523163;1665750232.1203;sonar left;0.24
3.7999999523163;1665750232.1205;sonar right;0.23
3.7999999523163;1665750232.1207;sonar back;0.43
4;1665750232.3118;robot pose;0.53572905063629;-5.7479672250338e-05;-0.0073692104904351
4;1665750232.3118;marks;2;0;2
4;1665750232.3124;sonar left;0.23
4;1665750232.3126;sonar right;0.24
4;1665750232.3128;sonar back;0.45
4;1665750232.3131;battery;92.098402466767
4;1665750232.3146;sonar left;0.23
4;1665750232.3148;sonar right;0.23
4;1665750232.315;sonar back;0.43
4;1665750232.5081;sonar left;0.24
4;1665750232.5084;sonar right;0.24
4;1665750232.5085;sonar back;0.47
4.1999998092651;1665750232.5097;sonar left;0.22
4.1999998092651;1665750232.5098;sonar right;0.21
4.1999998092651;1665750232.51;sonar back;0.48
4.1999998092651;1665750232.5121;sonar left;0.24
4.1999998092651;1665750232.5123;sonar right;0.22
4.1999998092651;1665750232.5125;sonar back;0.47
4.1999998092651;1665750232.5147;sonar left;0.23
4.1999998092651;1665750232.515;sonar right;0.23
4.1999998092651;1665750232.5152;sonar back;0.47
4.1999998092651;1665750232.5171;sonar left;0.22
4.1999998092651;1665750232.5174;sonar right;0.23
4.1999998092651;1665750232.5176;sonar back;0.47
4.4000000953674;1665750232.7138;sonar left;0.24
4.4000000953674;1665750232.714;sonar right;0.22
4.4000000953674;1665750232.7142;sonar back;0.49
4.4000000953674;1665750232.7165;sonar left;0.23
4.4000000953674;1665750232.7167;sonar right;0.22
4.4000000953674;1665750232.7169;sonar back;0.54
4.4000000953674;1665750232.7187;sonar left;0.23
4.4000000953674;1665750232.7189;sonar right;0.24
4.4000000953674;1665750232.7191;sonar back;0.49
4.4000000953674;1665750232.721;sonar left;0.24
4.4000000953674;1665750232.7212;sonar right;0.22
4.4000000953674;1665750232.7214;sonar back;0.5
4.5999999046326;1665750232.913;robot pose;0.62017524242401;-6.7729444708675e-05;0.020928258238348
4.5999999046326;1665750232.913;marks;2;0;2
4.5999999046326;1665750232.9207;sonar left;0.22
4.5999999046326;1665750232.9212;sonar right;0.24
4.5999999046326;1665750232.9216;sonar back;0.54
4.8000001907349;1665750233.1114;sonar left;0.25
4.8000001907349;1665750233.1116;sonar right;0.23
4.8000001907349;1665750233.1118;sonar back;0.57
4.8000001907349;1665750233.1139;sonar left;0.24
4.8000001907349;1665750233.1141;sonar right;0.23
4.8000001907349;1665750233.1143;sonar back;0.55
4.8000001907349;1665750233.1163;sonar left;0.24
4.8000001907349;1665750233.1165;sonar right;0.25
4.8000001907349;1665750233.1167;sonar back;0.58
4.8000001907349;1665750233.1194;sonar left;0.24
4.8000001907349;1665750233.1199;sonar right;0.23
4.8000001907349;1665750233.1202;sonar back;0.54
5;1665750233.3116;sonar left;0.23
5;1665750233.3118;sonar right;0.23
5;1665750233.312;sonar back;0.6
5;1665750233.3141;sonar left;0.25
5;1665750233.3143;sonar right;0.24
5;1665750233.3145;sonar back;0.58
5;1665750233.3164;sonar left;0.21
5;1665750233.3166;sonar right;0.23
5;1665750233.3168;sonar back;0.6
5;1665750233.319;sonar left;0.2
5;1665750233.3194;sonar right;0.23
5;1665750233.3198;sonar back;0.58
5.1999998092651;1665750233.5139;robot pose;0.70455849170685;-3.5196870157961e-05;0.022002003663008
5.1999998092651;1665750233.5139;marks;2;0;2
5.1999998092651;1665750233.5144;sonar left;0.23
5.1999998092651;1665750233.5146;sonar right;0.24
5.1999998092651;1665750233.5148;sonar back;0.62
5.1999998092651;1665750233.5152;battery;92.021448962762
5.1999998092651;1665750233.5167;sonar left;0.25
5.1999998092651;1665750233.517;sonar right;0.24
5.1999998092651;1665750233.5172;sonar back;0.61
5.1999998092651;1665750233.5192;sonar left;0.25
5.1999998092651;1665750233.5195;sonar right;0.22
5.1999998092651;1665750233.5197;sonar back;0.61
5.1999998092651;1665750233.5221;sonar left;0.23
5.1999998092651;1665750233.5226;sonar right;0.23
5.1999998092651;1665750233.523;sonar back;0.63
5.4000000953674;1665750233.7123;sonar left;0.23
5.4000000953674;1665750233.7125;sonar right;0.24
5.4000000953674;1665750233.7127;sonar back;0.65
5.4000000953674;1665750233.7148;sonar left;0.25
5.4000000953674;1665750233.715;sonar right;0.22
5.4000000953674;1665750233.7152;sonar back;0.66
5.4000000953674;1665750233.7173;sonar left;0.24
5.4000000953674;1665750233.7175;sonar right;0.23
5.4000000953674;1665750233.7187;sonar back;0.65
5.4000000953674;1665750233.7196;sonar left;0.23
5.4000000953674;1665750233.7198;sonar right;0.22
5.4000000953674;1665750233.72;sonar back;0.63
5.5999999046326;1665750233.9119;sonar left;0.24
5.5999999046326;1665750233.9121;sonar right;0.23
5.5999999046326;1665750233.9123;sonar back;0.68
5.5999999046326;1665750233.9153;sonar left;0.22
5.5999999046326;1665750233.9155;sonar right;0.25
5.5999999046326;1665750233.9157;sonar back;0.68
5.5999999046326;1665750233.9175;sonar left;0.24
5.5999999046326;1665750233.9177;sonar right;0.25
5.5999999046326;1665750233.9179;sonar back;0.67
5.5999999046326;1665750233.9199;sonar left;0.24
5.5999999046326;1665750233.9201;sonar right;0.25
5.5999999046326;1665750233.9203;sonar back;0.66
5.8000001907349;1665750234.1074;robot pose;0.78889924287796;-1.0416937584523e-05;0.010052651909847
5.8000001907349;1665750234.1074;marks;2;0;2
5.8000001907349;1665750234.1079;sonar left;0.23
5.8000001907349;1665750234.1081;sonar right;0.23
5.8000001907349;1665750234.1083;sonar back;0.69
5.8000001907349;1665750234.1101;sonar left;0.23
5.8000001907349;1665750234.1103;sonar right;0.23
5.8000001907349;1665750234.1105;sonar back;0.68
5.8000001907349;1665750234.1124;sonar left;0.23
5.8000001907349;1665750234.1126;sonar right;0.23
5.8000001907349;1665750234.1128;sonar back;0.7
5.8000001907349;1665750234.1151;sonar left;0.24
5.8000001907349;1665750234.1155;sonar right;0.21
5.8000001907349;1665750234.1157;sonar back;0.71
5.8000001907349;1665750236.8955;sonar left;0.23
5.8000001907349;1665750236.8958;sonar right;0.23
5.8000001907349;1665750236.896;sonar back;0.73
6;1665750236.8987;sonar left;0.23
6;1665750236.8991;sonar right;0.25
6;1665750236.8995;sonar back;0.74
6;1665750236.9012;sonar left;0.23
6;1665750236.9016;sonar right;0.24
6;1665750236.902;sonar back;0.73
6;1665750236.9035;sonar left;0.24
6;1665750236.9039;sonar right;0.24
6;1665750236.9043;sonar back;0.7
